100,136,75
101,136,92
102,139,110
103,140,110
103,169,133
103,173,152
104,138,96
104,142,92
105,128,106
105,129,92
106,140,93
106,147,92
107,136,94
107,170,148
108,136,115
108,142,112
108,158,118
108,166,117
109,132,108
109,138,116
109,143,106
109,151,122
110,159,131
111,146,110
111,147,98
111,164,142
112,138,116
112,151,101
113,147,116
113,151,111
113,162,120
113,178,141
114,138,110
114,152,131
114,153,103
114,156,114
115,138,107
115,140,101
115,146,86
116,145,98
116,146,108
116,147,126
116,151,97
116,158,124
117,154,124
117,160,139
118,143,100
118,153,112
118,163,135
119,140,110
119,142,103
119,143,104
120,143,97
120,147,101
120,172,117
120,182,160
121,145,118
121,151,121
121,159,109
121,159,132
121,161,116
121,188,121
122,155,103
122,170,133
122,172,138
123,175,125
123,177,150
123,198,133
124,147,103
124,199,124
125,178,127
126,154,103
126,155,119
126,162,105
126,163,115
126,165,122
126,170,121
126,183,139
127,152,120
127,157,121
127,164,112
128,153,105
128,175,137
129,157,118
129,193,153
130,162,132
130,163,128
131,153,108
132,163,117
132,177,126
132,177,141
133,154,112
133,155,115
133,167,146
134,168,130
135,157,113
135,158,116
135,158,122
135,168,121
135,180,128
136,163,122
136,163,124
136,164,112
136,190,135
137,158,115
137,178,125
138,188,132
139,168,129
139,180,111
140,164,137
140,168,120
140,168,124
140,169,116
140,178,127
140,184,151
141,188,135
141,191,157
142,174,128
142,193,139
142,199,160
143,170,125
143,178,130
143,180,135
144,169,133
144,174,131
144,175,122
144,187,132
145,172,138
145,182,118
146,167,121
146,168,133
146,179,119
147,181,131
147,182,124
148,174,132
148,174,135
148,175,120
148,175,154
149,178,136
149,180,158
149,186,130
150,171,139
150,172,127
150,188,140
150,194,117
150,196,161
151,174,142
151,179,133
151,181,143
152,180,136
153,175,134
154,190,140
155,178,156
155,180,127
155,184,128
156,188,133
156,198,137
156,199,147
157,178,144
157,186,135
157,190,138
159,190,132
161,185,149
162,184,136
162,193,134
163,191,138
164,188,162
164,192,145
165,188,132
165,195,148
166,192,142
166,192,153
167,191,134
170,192,135
176,198,153
51,74,52
51,90,66
52,83,51
52,91,58
52,99,55
53,131,64
54,82,59
55,81,58
55,82,59
57,91,66
58,151,71
58,94,71
59,103,72
59,87,63
62,100,65
62,100,75
62,91,54
63,113,70
63,113,92
63,89,66
63,95,70
64,85,62
65,120,70
65,134,106
65,86,55
65,89,63
66,111,71
66,93,72
67,102,81
67,108,80
67,92,65
68,145,70
68,96,69
70,102,74
70,102,76
70,110,87
70,111,86
70,159,83
71,102,72
71,110,75
71,92,64
71,93,60
72,102,59
72,104,75
72,104,81
73,131,81
73,95,63
73,95,73
74,104,83
74,124,83
74,142,83
74,95,71
75,107,84
78,104,81
78,111,75
78,123,73
79,111,87
79,112,90
79,129,84
80,105,74
81,102,81
81,112,91
81,128,103
81,152,124
82,118,83
82,120,79
83,114,93
84,118,95
84,166,116
85,108,86
85,115,79
85,139,96
86,122,69
88,162,138
90,117,79
90,125,101
90,125,90
90,127,83
91,134,105
92,123,102
93,115,93
93,120,80
93,122,98
93,124,103
93,131,106
93,166,107
94,118,83
94,158,104
95,158,120
96,141,99
97,119,82
97,131,95
97,133,107
97,134,102
98,119,82
98,126,90
98,136,85
98,147,94
99,125,103
99,129,87
99,167,146
