0,0,1
1,1,50
1,1,56
1,1,57
1,1,58
1,1,60
1,1,61
1,12,13
1,12,68
1,16,76
1,17,79
1,26,84
1,3,58
1,31,89
1,34,90
1,37,89
1,39,95
1,4,65
1,4,7
1,47,101
1,5,36
1,5,63
1,53,104
1,6,63
1,7,45
1,7,67
1,7,69
1,7,9
1,91,115
10,10,13
10,100,120
10,101,168
10,121,126
10,15,72
10,22,23
10,84,88
100,110,111
100,120,131
100,128,132
100,129,134
100,130,137
100,137,154
100,138,178
100,139,155
100,157,203
100,162,211
100,168,196
101,101,123
101,103,105
101,109,137
101,112,116
101,112,125
101,116,123
101,122,131
101,123,124
101,129,132
101,133,142
101,138,172
101,142,149
101,144,160
101,146,159
101,148,162
101,165,188
102,100,107
102,111,114
102,117,127
102,118,120
102,124,135
102,127,135
102,131,136
102,140,175
102,144,152
102,145,146
102,146,156
102,149,164
102,151,156
102,154,191
102,156,175
102,164,173
102,166,168
102,182,229
102,97,112
103,109,125
103,111,114
103,117,126
103,121,138
103,132,136
103,138,146
103,143,159
103,148,170
103,159,180
104,104,107
104,114,130
104,115,129
104,117,126
104,121,138
104,125,127
104,127,134
104,135,151
104,136,138
104,138,162
104,153,156
104,156,158
104,157,161
105,107,116
105,108,110
105,115,118
105,121,133
105,134,141
105,138,141
105,138,153
105,141,149
105,142,177
105,145,148
105,147,159
105,156,175
106,109,110
106,115,119
106,117,121
106,117,122
106,121,132
106,123,138
106,125,138
106,127,131
106,128,131
106,132,134
106,134,138
106,137,146
106,140,157
106,142,151
106,148,167
106,149,163
106,153,159
106,196,210
107,120,148
107,123,133
107,123,152
107,124,141
107,131,140
107,138,145
107,140,151
107,149,169
107,155,163
107,158,162
107,159,166
108,100,131
108,122,128
108,128,131
108,130,148
108,132,134
108,132,140
108,136,139
108,144,160
108,144,161
108,144,175
108,154,169
108,158,188
108,166,210
109,109,119
109,110,112
109,112,114
109,112,123
109,115,123
109,120,121
109,120,122
109,122,128
109,125,136
109,125,139
109,125,174
109,129,132
109,130,138
109,137,140
109,147,181
109,148,152
109,150,159
109,151,156
109,152,170
109,153,172
109,155,173
109,165,186
109,168,171
11,102,125
11,105,127
11,117,163
11,16,39
11,21,22
11,24,25
11,27,29
11,30,68
11,80,121
110,112,114
110,130,132
110,133,135
110,140,144
110,144,164
110,148,167
110,150,157
110,154,177
110,158,179
110,161,180
110,164,185
110,172,199
111,116,117
111,117,127
111,119,121
111,122,125
111,127,136
111,134,137
111,144,150
111,158,166
111,161,195
111,164,166
111,170,179
111,97,112
112,110,114
112,125,132
112,128,138
112,129,142
112,133,141
112,136,140
112,139,140
112,144,149
112,150,162
112,166,172
113,125,134
113,126,136
113,132,142
113,134,137
113,138,161
113,140,142
113,146,176
113,148,150
113,153,173
113,156,176
113,157,171
114,116,117
114,118,122
114,123,124
114,124,128
114,135,153
114,137,138
114,147,153
114,155,170
114,156,165
114,170,221
114,173,221
115,117,137
115,128,133
115,136,140
115,138,140
115,142,143
115,143,166
115,151,170
115,152,184
115,153,157
115,157,161
115,160,162
